"Breach_ID","Risk_Score","Industry","Records_Breached","Breach_Date","Breach_Type","Breach_Source","Location","Risk_Severity"
1865,2,"Healthcare","26","2018-07-04","Identity Theft","Accidental Loss","New Zealand","Minimal"
1866,2.3,"Government","1","2017-10-12","Existential Data","Malicious Outsider","Australia","Minimal"
1867,2,"Other","55","2018-05-01","Account Access","Accidental Loss","Australia","Minimal"
1868,2.3,"Government","1","2017-10-11","Existential Data","Malicious Outsider","Australia","Minimal"
1869,2,"Other","55","2018-05-01","Account Access","Accidental Loss","Australia","Minimal"
1870,2.3,"Professional Services","1","2017-07-09","Existential Data","Malicious Outsider","United Kingdom","Minimal"
1871,2,"Professional Services","55","2018-05-01","Account Access","Accidental Loss","Australia","Minimal"
1872,2.3,"Technology","1","2017-09-15","Existential Data","Malicious Outsider","United States","Minimal"
1873,2,"Education","55","2018-05-01","Account Access","Unknown","Australia","Minimal"
1874,2.2,"Industrial","1","2017-03-01","Identity Theft","Malicious Outsider","United States","Minimal"
1875,2,"Healthcare","6","2018-05-01","Identity Theft","Malicious Outsider","Australia","Minimal"
1876,2.2,"Industrial","1","2017-05-03","Identity Theft","Malicious Outsider","United States","Minimal"
1877,2,"Healthcare","25","2018-07-27","Identity Theft","Accidental Loss","Finland","Minimal"
1878,2.2,"Non-profit","1","2017-01-23","Identity Theft","Malicious Outsider","United States","Minimal"
1879,2,"Other","55","2018-04-01","Account Access","Accidental Loss","Australia","Minimal"
1880,2.2,"Industrial","1","2017-04-10","Identity Theft","Malicious Outsider","United States","Minimal"
1881,2,"Other","55","2018-04-01","Account Access","Accidental Loss","Australia","Minimal"
1882,2.2,"Healthcare","1","2017-07-05","Identity Theft","Malicious Outsider","United States","Minimal"
1883,2,"Financial","6","2018-04-01","Identity Theft","Malicious Outsider","Australia","Minimal"
1884,2.2,"Government","1","2017-12-15","Identity Theft","Malicious Outsider","United States","Minimal"
1885,2,"Other","6","2018-04-01","Identity Theft","Malicious Outsider","Australia","Minimal"
1886,2.2,"Financial","1","2017-02-04","Identity Theft","Malicious Outsider","United States","Minimal"
1887,2,"Professional Services","6","2018-04-01","Identity Theft","Malicious Outsider","Australia","Minimal"
1888,2.2,"Healthcare","1","2017-01-31","Identity Theft","Malicious Outsider","United States","Minimal"
1889,2,"Professional Services","6","2018-04-01","Identity Theft","Malicious Outsider","Australia","Minimal"
1890,2.2,"Retail","1","2017-01-23","Identity Theft","Malicious Outsider","United States","Minimal"
1891,2,"Education","24","2018-02-27","Identity Theft","Accidental Loss","Australia","Minimal"
1892,2.2,"Other","1","2017-02-10","Identity Theft","Malicious Outsider","United States","Minimal"
1893,2,"Financial","55","2018-06-01","Account Access","Accidental Loss","Australia","Minimal"
1894,2.2,"Insurance","1","2017-01-06","Existential Data","Malicious Insider","United States","Minimal"
1895,2,"Financial","55","2018-06-01","Account Access","Accidental Loss","Australia","Minimal"
1896,2.2,"Healthcare","1","2017-01-28","Identity Theft","Malicious Outsider","United States","Minimal"
1897,2,"Healthcare","55","2018-06-01","Account Access","Accidental Loss","Australia","Minimal"
1898,2.2,"Industrial","1","2017-04-19","Identity Theft","Malicious Outsider","United States","Minimal"
1899,2,"Other","55","2018-06-01","Account Access","Accidental Loss","Australia","Minimal"
1900,2.2,"Education","1","2017-04-27","Identity Theft","Malicious Outsider","United States","Minimal"
1901,2,"Professional Services","55","2018-06-01","Account Access","Accidental Loss","Australia","Minimal"
1902,2.2,"Healthcare","1","2017-11-06","Identity Theft","Malicious Outsider","United States","Minimal"
1903,2,"Professional Services","55","2018-06-01","Account Access","Accidental Loss","Australia","Minimal"
1904,2.2,"Professional Services","1","2017-05-25","Identity Theft","Malicious Outsider","United States","Minimal"
1905,2,"Other","6","2018-03-01","Identity Theft","Malicious Outsider","Australia","Minimal"
1906,2.2,"Other","1","2017-02-27","Identity Theft","Malicious Outsider","United States","Minimal"
1907,1.9,"Government","20","2018-10-03","Identity Theft","Accidental Loss","United Kingdom","Minimal"
1908,2.2,"Professional Services","1","2017-07-29","Identity Theft","Malicious Outsider","United States","Minimal"
1909,1.9,"Healthcare","79","2018-10-14","Nuisance","Accidental Loss","Canada","Minimal"
1910,2.2,"Financial","1","2017-10-05","Identity Theft","Malicious Outsider","United States","Minimal"
1911,1.9,"Healthcare","6","2018-05-01","Identity Theft","Malicious Insider","Australia","Minimal"
1912,2.2,"Technology","1","2017-02-10","Identity Theft","Malicious Outsider","United States","Minimal"
1913,1.9,"Healthcare","18","2018-02-13","Identity Theft","Accidental Loss","Ireland","Minimal"
1914,2.2,"Financial","1","2017-06-09","Identity Theft","Malicious Outsider","United States","Minimal"
1915,1.9,"Other","6","2018-04-01","Financial Access","Malicious Outsider","Australia","Minimal"
1916,2.2,"Government","1","2017-12-01","Identity Theft","Malicious Outsider","United States","Minimal"
1917,1.9,"Education","20","2018-05-18","Nuisance","Malicious Outsider","United States","Minimal"
1918,2.2,"Other","1","2017-02-01","Existential Data","Malicious Insider","United States","Minimal"
1919,1.9,"Other","6","2018-06-01","Financial Access","Malicious Outsider","Australia","Minimal"
1920,2.2,"Other","1","2017-02-03","Identity Theft","Malicious Outsider","United States","Minimal"
1921,1.9,"Other","6","2018-06-01","Financial Access","Malicious Outsider","Australia","Minimal"
1922,2.2,"Industrial","1","2017-09-07","Identity Theft","Malicious Outsider","United States","Minimal"
1923,1.9,"Professional Services","6","2018-06-01","Financial Access","Malicious Outsider","Australia","Minimal"
1924,2.2,"Technology","1","2017-03-03","Identity Theft","Malicious Outsider","United States","Minimal"
1925,1.9,"Retail","5","2018-09-01","Existential Data","Malicious Insider","United States","Minimal"
1926,2.2,"Technology","1","2017-03-07","Identity Theft","Malicious Outsider","United States","Minimal"
1927,1.9,"Education","6","2018-03-01","Financial Access","Malicious Outsider","Australia","Minimal"
1928,2.2,"Financial","1","2017-05-03","Identity Theft","Malicious Outsider","United States","Minimal"
1929,1.9,"Non-profit","6","2018-03-01","Financial Access","Malicious Outsider","Australia","Minimal"
1930,2.2,"Education","1","2017-03-01","Identity Theft","Malicious Outsider","United States","Minimal"
1931,1.9,"Professional Services","6","2018-03-01","Financial Access","Malicious Outsider","Australia","Minimal"
1932,2.2,"Retail","1","2017-02-08","Existential Data","Malicious Insider","United States","Minimal"
1933,1.9,"Healthcare","6","2018-05-01","Financial Access","Malicious Outsider","Australia","Minimal"
1934,2.2,"Industrial","1","2017-03-24","Identity Theft","Malicious Outsider","United States","Minimal"
1935,1.9,"Professional Services","6","2018-05-01","Financial Access","Malicious Outsider","Australia","Minimal"
1936,2.2,"Industrial","1","2017-02-10","Identity Theft","Malicious Outsider","United States","Minimal"
1937,1.8,"Government","15","2018-07-05","Identity Theft","Accidental Loss","United Kingdom","Minimal"
1938,2.2,"Retail","1","2017-01-17","Identity Theft","Malicious Outsider","United States","Minimal"
1939,1.7,"Healthcare","6","2018-05-01","Account Access","Malicious Outsider","Australia","Minimal"
1940,2.2,"Social Media","1","2017-03-19","Identity Theft","Malicious Outsider","United States","Minimal"
1941,1.7,"Healthcare","6","2018-05-01","Account Access","Malicious Outsider","Australia","Minimal"
1942,2.2,"Professional Services","1","2017-08-04","Identity Theft","Malicious Outsider","United States","Minimal"
1943,1.7,"Other","6","2018-05-01","Account Access","Malicious Outsider","Australia","Minimal"
1944,2.2,"Healthcare","1","2017-09-19","Identity Theft","Malicious Outsider","United States","Minimal"
1945,1.7,"Healthcare","14","2018-10-13","Identity Theft","Accidental Loss","United Kingdom","Minimal"
1946,2.2,"Healthcare","1","2017-03-28","Identity Theft","Malicious Outsider","United States","Minimal"
1947,1.7,"Other","6","2018-04-01","Account Access","Malicious Outsider","Australia","Minimal"
1948,2.2,"Retail","1","2017-02-01","Identity Theft","Malicious Outsider","United States","Minimal"
1949,1.7,"Financial","6","2018-03-01","Account Access","Malicious Outsider","Australia","Minimal"
1950,2.2,"Insurance","1","2017-03-29","Identity Theft","Malicious Outsider","United States","Minimal"
1951,1.7,"Other","6","2018-03-01","Account Access","Malicious Outsider","Australia","Minimal"
1952,2.2,"Education","1","2017-07-16","Identity Theft","Malicious Outsider","United States","Minimal"
1953,1.7,"Healthcare","6","2018-06-01","Account Access","Malicious Outsider","Australia","Minimal"
1954,2.2,"Non-profit","1","2017-06-20","Identity Theft","Malicious Outsider","United States","Minimal"
1955,1.7,"Healthcare","6","2018-06-01","Account Access","Malicious Outsider","Australia","Minimal"
1956,2.2,"Retail","1","2017-02-27","Identity Theft","Malicious Outsider","United States","Minimal"
1957,1.7,"Financial","6","2018-05-01","Financial Access","Malicious Insider","Australia","Minimal"
1958,2.2,"Healthcare","1","2017-03-09","Identity Theft","Malicious Outsider","United States","Minimal"
1959,1.6,"Financial","6","2018-05-01","Account Access","Malicious Insider","Australia","Minimal"
1960,2.2,"Professional Services","1","2017-12-06","Identity Theft","Malicious Outsider","United States","Minimal"
1961,1.6,"Healthcare","10","2018-02-13","Identity Theft","Accidental Loss","United States","Minimal"
1962,2.2,"Financial","1","2017-10-02","Identity Theft","Malicious Outsider","United States","Minimal"
1963,1.6,"Healthcare","5","2018-03-01","Account Access","Malicious Outsider","Australia","Minimal"
1964,2.2,"Technology","1","2017-03-23","Identity Theft","Malicious Outsider","United States","Minimal"
1965,1.5,"Other","2","2018-10-01","Identity Theft","Malicious Outsider","United States","Minimal"
1966,2.2,"Government","1","2017-09-13","Identity Theft","Malicious Outsider","United States","Minimal"
1967,1.4,"Government","24","2018-10-01","Nuisance","Accidental Loss","United Kingdom","Minimal"
1968,2.2,"Financial","1","2017-12-08","Identity Theft","Malicious Outsider","United States","Minimal"
1969,1.4,"Other","6","2018-05-01","Account Access","Hacktivist","Australia","Minimal"
1970,2.2,"Government","1","2017-12-08","Identity Theft","Malicious Outsider","United States","Minimal"
1971,1.4,"Education","6","2018-05-01","Identity Theft","Accidental Loss","Australia","Minimal"
1972,2.2,"Education","1","2017-06-01","Identity Theft","Malicious Outsider","United States","Minimal"
1973,1.4,"Healthcare","6","2018-05-01","Identity Theft","Accidental Loss","Australia","Minimal"
1974,2.2,"Professional Services","1","2017-07-13","Identity Theft","Malicious Outsider","Australia","Minimal"
1975,1.4,"Other","6","2018-05-01","Nuisance","Malicious Outsider","Australia","Minimal"
1976,2.2,"Financial","1","2017-04-25","Identity Theft","Malicious Outsider","United States","Minimal"
1977,1.4,"Financial","7","2018-02-14","Identity Theft","Accidental Loss","United States","Minimal"
1978,2.2,"Education","1","2017-01-25","Identity Theft","Malicious Outsider","United States","Minimal"
1979,1.4,"Healthcare","6","2018-04-01","Account Access","Hacktivist","Australia","Minimal"
1980,2.2,"Technology","1","2017-01-25","Identity Theft","Malicious Outsider","United States","Minimal"
1981,1.4,"Financial","6","2018-04-01","Identity Theft","Accidental Loss","Australia","Minimal"
1982,2.2,"Financial","1","2017-03-30","Identity Theft","Malicious Outsider","United States","Minimal"
1983,1.4,"Healthcare","6","2018-04-01","Identity Theft","Accidental Loss","Australia","Minimal"
1984,2.2,"Healthcare","1","2017-01-18","Identity Theft","Malicious Outsider","Canada","Minimal"
1985,1.4,"Professional Services","6","2018-04-01","Identity Theft","Accidental Loss","Australia","Minimal"
1986,2.2,"Industrial","1","2017-02-01","Identity Theft","Malicious Outsider","United States","Minimal"
1987,1.4,"Professional Services","6","2018-04-01","Identity Theft","Unknown","Australia","Minimal"
1988,2.2,"Education","1","2017-01-13","Identity Theft","Malicious Outsider","United States","Minimal"
1989,1.4,"Other","6","2018-03-01","Identity Theft","Accidental Loss","Australia","Minimal"
1990,2.2,"Financial","1","2017-01-18","Identity Theft","Malicious Outsider","United States","Minimal"
1991,1.4,"Healthcare","6","2018-06-01","Identity Theft","Accidental Loss","Australia","Minimal"
1992,2.2,"Healthcare","1","2017-10-31","Identity Theft","Malicious Outsider","United States","Minimal"
1993,1.4,"Other","6","2018-03-01","Identity Theft","Accidental Loss","Australia","Minimal"
1994,2.2,"Retail","1","2017-03-17","Identity Theft","Malicious Outsider","United States","Minimal"
1995,1.4,"Other","6","2018-06-01","Identity Theft","Accidental Loss","Australia","Minimal"
1996,2.2,"Government","1","2017-06-15","Identity Theft","Malicious Outsider","United States","Minimal"
1997,1.4,"Other","6","2018-01-30","Nuisance","Malicious Outsider","United States","Minimal"
1998,2.2,"Professional Services","1","2017-07-26","Identity Theft","Malicious Outsider","United States","Minimal"
1999,1.4,"Financial","6","2018-06-01","Nuisance","Malicious Outsider","Australia","Minimal"
2000,2.2,"Technology","1","2017-01-26","Identity Theft","Malicious Outsider","United States","Minimal"
2001,1.3,"Education","5","2018-02-07","Identity Theft","Accidental Loss","Canada","Minimal"
2002,2.2,"Hospitality","1","2017-04-16","Identity Theft","Malicious Outsider","United States","Minimal"
2003,1.3,"Technology","1","2018-02-08","Existential Data","Malicious Outsider","United States","Minimal"
2004,2.2,"Professional Services","1","2017-05-23","Identity Theft","Malicious Outsider","United States","Minimal"
2005,1.3,"Healthcare","1","2018-03-18","Existential Data","Malicious Outsider","United States","Minimal"
2006,2.2,"Education","1","2017-01-31","Identity Theft","Malicious Outsider","United States","Minimal"
2007,1.3,"Other","6","2018-04-01","Financial Access","Unknown","Australia","Minimal"
2008,2.2,"Healthcare","1","2017-02-12","Identity Theft","Malicious Outsider","United States","Minimal"
2009,1.3,"Education","6","2018-06-01","Financial Access","Unknown","Australia","Minimal"
2010,2.2,"Financial","1","2017-03-30","Identity Theft","Malicious Outsider","United States","Minimal"
2011,1.3,"Education","5","2018-03-01","Identity Theft","Accidental Loss","Australia","Minimal"
2012,2.2,"Professional Services","1","2017-06-12","Identity Theft","Malicious Outsider","United States","Minimal"
2013,1.3,"Other","5","2018-03-01","Identity Theft","Accidental Loss","Australia","Minimal"
2014,2.2,"Financial","1","2017-09-19","Identity Theft","Malicious Outsider","United States","Minimal"
2015,1.3,"Technology","1","2018-03-08","Existential Data","Malicious Outsider","United States","Minimal"
2016,2.2,"Financial","1","2017-02-10","Identity Theft","Malicious Outsider","United States","Minimal"
2017,1.2,"Healthcare","1","2018-06-11","Identity Theft","Malicious Outsider","Canada","Minimal"
2018,2.2,"Other","1","2017-03-02","Identity Theft","Malicious Outsider","United States","Minimal"
2019,1.2,"Insurance","1","2018-02-02","Identity Theft","Malicious Outsider","United States","Minimal"
2020,2.2,"Professional Services","1","2017-07-18","Identity Theft","Malicious Outsider","United States","Minimal"
2021,1.2,"Technology","1","2018-10-03","Identity Theft","Malicious Outsider","United States","Minimal"
2022,2.2,"Financial","1","2017-01-20","Identity Theft","Malicious Outsider","United States","Minimal"
2023,1.2,"Technology","1","2018-02-04","Identity Theft","Malicious Outsider","United States","Minimal"
2024,2.2,"Financial","1","2017-03-23","Identity Theft","Malicious Outsider","United States","Minimal"
2025,1.2,"Financial","1","2018-07-06","Identity Theft","Malicious Outsider","United States","Minimal"
2026,2.2,"Government","1","2017-03-09","Identity Theft","Malicious Outsider","South Africa","Minimal"
2027,1.2,"Government","1","2018-02-05","Identity Theft","Malicious Outsider","United States","Minimal"
2028,2.2,"Professional Services","1","2017-07-18","Identity Theft","Malicious Outsider","United States","Minimal"
2029,1.2,"Technology","1","2018-10-05","Identity Theft","Malicious Outsider","South Africa","Minimal"
2030,2.2,"Healthcare","1","2017-02-03","Identity Theft","Malicious Outsider","United States","Minimal"
2031,1.2,"Government","1","2018-02-05","Identity Theft","Malicious Outsider","United States","Minimal"
2032,2.2,"Financial","1","2017-01-10","Identity Theft","Malicious Outsider","United States","Minimal"
2033,1.2,"Industrial","1","2018-02-06","Identity Theft","Malicious Outsider","United States","Minimal"
2034,2.2,"Technology","1","2017-09-29","Existential Data","Malicious Insider","United States","Minimal"
2035,1.2,"Healthcare","1","2018-10-08","Identity Theft","Malicious Outsider","United States","Minimal"
2036,2.2,"Financial","1","2017-05-26","Identity Theft","Malicious Outsider","United States","Minimal"
2037,1.2,"Retail","1","2018-03-13","Identity Theft","Malicious Outsider","United States","Minimal"
2038,2.2,"Financial","1","2017-06-01","Identity Theft","Malicious Outsider","United States","Minimal"
2039,1.2,"Other","1","2018-07-11","Identity Theft","Malicious Outsider","Australia","Minimal"
2040,2.2,"Financial","1","2017-05-19","Identity Theft","Malicious Outsider","United States","Minimal"
2041,1.2,"Financial","1","2018-02-07","Identity Theft","Malicious Outsider","United States","Minimal"
2042,2.2,"Healthcare","1","2017-08-15","Identity Theft","Malicious Outsider","United States","Minimal"
2043,1.2,"Government","1","2018-03-14","Identity Theft","Malicious Outsider","United States","Minimal"
2044,2.2,"Healthcare","1","2017-01-31","Identity Theft","Malicious Outsider","United States","Minimal"
2045,1.2,"Other","1","2018-07-14","Identity Theft","Malicious Outsider","United States","Minimal"
2046,2.2,"Insurance","1","2017-11-09","Identity Theft","Malicious Outsider","United States","Minimal"
2047,1.2,"Education","1","2018-02-08","Identity Theft","Malicious Outsider","United States","Minimal"
2048,2.2,"Entertainment","1","2017-04-30","Identity Theft","Malicious Outsider","United States","Minimal"
2049,1.2,"Technology","1","2018-02-08","Identity Theft","Malicious Outsider","United States","Minimal"
2050,2.2,"Healthcare","1","2017-06-04","Identity Theft","Malicious Outsider","United States","Minimal"
2051,1.2,"Financial","1","2018-07-16","Identity Theft","Malicious Outsider","United States","Minimal"
2052,2.2,"Education","1","2017-02-13","Identity Theft","Malicious Outsider","United States","Minimal"
2053,1.2,"Professional Services","1","2018-02-09","Identity Theft","Malicious Outsider","United States","Minimal"
2054,2.2,"Government","1","2017-07-27","Existential Data","Malicious Insider","Singapore","Minimal"
2055,1.2,"Education","1","2018-07-17","Identity Theft","Malicious Outsider","United States","Minimal"
2056,2.2,"Education","1","2017-02-07","Identity Theft","Malicious Outsider","United States","Minimal"
2057,1.2,"Technology","1","2018-07-17","Identity Theft","Malicious Outsider","United States","Minimal"
2058,2.2,"Retail","1","2017-01-17","Identity Theft","Malicious Outsider","United States","Minimal"
2059,1.2,"Financial","1","2018-03-18","Identity Theft","Malicious Outsider","United States","Minimal"
2060,2.2,"Government","1","2017-02-08","Existential Data","Malicious Insider","United States","Minimal"
2061,1.2,"Government","1","2018-10-18","Identity Theft","Malicious Outsider","United States","Minimal"
2062,2.2,"Technology","1","2017-03-02","Identity Theft","Malicious Outsider","United States","Minimal"
2063,1.2,"Financial","1","2018-03-20","Identity Theft","Malicious Outsider","United States","Minimal"
2064,2.2,"Healthcare","1","2017-05-08","Identity Theft","Malicious Outsider","United States","Minimal"
2065,1.2,"Healthcare","1","2018-10-19","Identity Theft","Malicious Outsider","United States","Minimal"
2066,2.2,"Healthcare","1","2017-10-30","Identity Theft","Malicious Outsider","United States","Minimal"
2067,1.2,"Professional Services","1","2018-02-10","Identity Theft","Malicious Outsider","United States","Minimal"
2068,2.2,"Technology","1","2017-04-08","Existential Data","Malicious Insider","China","Minimal"
2069,1.2,"Other","1","2018-03-21","Identity Theft","Malicious Outsider","United States","Minimal"
2070,2.2,"Financial","1","2017-03-03","Identity Theft","Malicious Outsider","United States","Minimal"
2071,1.2,"Financial","1","2018-10-23","Identity Theft","Malicious Outsider","United States","Minimal"
2072,2.2,"Industrial","1","2017-01-03","Existential Data","Malicious Insider","Other","Minimal"
2073,1.2,"Government","1","2018-10-23","Identity Theft","Malicious Outsider","United States","Minimal"
2074,2.2,"Professional Services","1","2017-09-26","Identity Theft","Malicious Outsider","United States","Minimal"
2075,1.2,"Education","1","2018-02-12","Identity Theft","Malicious Outsider","United States","Minimal"
2076,2.2,"Financial","1","2017-02-06","Identity Theft","Malicious Outsider","United States","Minimal"
2077,1.2,"Hospitality","1","2018-03-21","Identity Theft","Malicious Outsider","United States","Minimal"
2078,2.2,"Healthcare","1","2017-03-17","Identity Theft","Malicious Outsider","United States","Minimal"
2079,1.2,"Other","1","2018-07-24","Identity Theft","Malicious Outsider","United States","Minimal"
2080,2.2,"Technology","1","2017-02-13","Identity Theft","Malicious Outsider","United States","Minimal"
2081,1.2,"Financial","1","2018-03-23","Identity Theft","Malicious Outsider","United States","Minimal"
2082,2.2,"Technology","1","2017-01-21","Identity Theft","Malicious Outsider","United States","Minimal"
2083,1.2,"Other","1","2018-05-01","Identity Theft","Malicious Outsider","Australia","Minimal"
2084,2.2,"Retail","1","2017-04-07","Identity Theft","Malicious Outsider","United States","Minimal"
2085,1.2,"Other","1","2018-05-01","Identity Theft","Malicious Outsider","Australia","Minimal"
2086,2.2,"Retail","1","2017-01-17","Identity Theft","Malicious Outsider","United States","Minimal"
2087,1.2,"Professional Services","1","2018-02-12","Identity Theft","Malicious Outsider","United States","Minimal"
2088,2.2,"Technology","1","2017-02-09","Identity Theft","Malicious Outsider","United States","Minimal"
2089,1.2,"Financial","1","2018-05-01","Identity Theft","Malicious Outsider","Australia","Minimal"
2090,2.2,"Financial","1","2017-05-31","Identity Theft","Malicious Outsider","United States","Minimal"
2091,1.2,"Other","1","2018-03-26","Identity Theft","Malicious Outsider","United States","Minimal"
2092,2.2,"Professional Services","1","2017-11-27","Identity Theft","Malicious Outsider","United States","Minimal"
2093,1.2,"Education","1","2018-03-29","Identity Theft","Malicious Outsider","United States","Minimal"
2094,2.2,"Other","1","2017-03-27","Identity Theft","Malicious Outsider","United States","Minimal"
2095,1.2,"Industrial","1","2018-05-01","Identity Theft","Malicious Outsider","United States","Minimal"
2096,2.2,"Financial","1","2017-01-03","Identity Theft","Malicious Outsider","United States","Minimal"
2097,1.2,"Financial","1","2018-05-03","Identity Theft","Malicious Outsider","United States","Minimal"
2098,2.2,"Retail","1","2017-09-30","Identity Theft","Malicious Outsider","United States","Minimal"
2099,1.2,"Professional Services","1","2018-08-01","Identity Theft","Malicious Outsider","United States","Minimal"
2100,2.2,"Education","1","2017-07-09","Identity Theft","Malicious Outsider","United States","Minimal"
2101,1.2,"Financial","1","2018-01-01","Identity Theft","Malicious Outsider","United States","Minimal"
2102,2.2,"Entertainment","1","2017-01-04","Existential Data","Malicious Insider","United Kingdom","Minimal"
2103,1.2,"Non-profit","1","2018-01-01","Identity Theft","Malicious Outsider","United States","Minimal"
2104,2.2,"Retail","1","2017-02-22","Identity Theft","Malicious Outsider","United States","Minimal"
2105,1.2,"Government","1","2018-01-01","Identity Theft","Malicious Outsider","United Kingdom","Minimal"
2106,2.2,"Hospitality","1","2017-03-21","Identity Theft","Malicious Outsider","Australia","Minimal"
2107,1.2,"Other","1","2018-02-16","Identity Theft","Malicious Outsider","United States","Minimal"
2108,2.2,"Industrial","1","2017-01-19","Identity Theft","Malicious Outsider","United States","Minimal"
2109,1.2,"Financial","1","2018-08-02","Identity Theft","Malicious Outsider","United States","Minimal"
2110,2.2,"Retail","1","2017-11-22","Identity Theft","Malicious Outsider","United Kingdom","Minimal"
2111,1.2,"Government","1","2018-01-14","Identity Theft","Malicious Outsider","United States","Minimal"
2112,2.2,"Other","1","2017-07-28","Identity Theft","Malicious Outsider","United States","Minimal"
2113,1.2,"Financial","1","2018-05-09","Identity Theft","Malicious Outsider","United States","Minimal"
2114,2.2,"Healthcare","1","2017-11-05","Identity Theft","Malicious Outsider","United States","Minimal"
2115,1.2,"Technology","1","2018-01-28","Identity Theft","Malicious Outsider","Germany","Minimal"
2116,2.2,"Hospitality","1","2017-03-20","Identity Theft","Malicious Outsider","United States","Minimal"
2117,1.2,"Healthcare","1","2018-01-02","Identity Theft","Malicious Outsider","United States","Minimal"
2118,2.2,"Retail","1","2017-04-08","Identity Theft","Malicious Outsider","United States","Minimal"
2119,1.2,"Hospitality","1","2018-08-06","Identity Theft","Malicious Outsider","United States","Minimal"
2120,2.2,"Retail","1","2017-02-07","Identity Theft","Malicious Outsider","United Kingdom","Minimal"
2121,1.2,"Financial","1","2018-01-04","Identity Theft","Malicious Outsider","United States","Minimal"
2122,2.2,"Financial","1","2017-02-03","Identity Theft","Malicious Outsider","United States","Minimal"
2123,1.2,"Technology","1","2018-02-19","Identity Theft","Malicious Outsider","United States","Minimal"
2124,2.2,"Education","1","2017-01-07","Identity Theft","Malicious Outsider","United States","Minimal"
2125,1.2,"Financial","1","2018-02-10","Identity Theft","Malicious Outsider","United States","Minimal"
2126,2.2,"Retail","1","2017-01-25","Identity Theft","Malicious Outsider","United States","Minimal"
2127,1.2,"Professional Services","1","2018-01-05","Identity Theft","Malicious Outsider","United States","Minimal"
2128,2.2,"Healthcare","1","2017-02-24","Identity Theft","Malicious Outsider","United States","Minimal"
2129,1.2,"Industrial","1","2018-02-14","Identity Theft","Malicious Outsider","United States","Minimal"
2130,2.2,"Industrial","1","2017-04-27","Identity Theft","Malicious Outsider","United States","Minimal"
2131,1.2,"Healthcare","1","2018-05-15","Identity Theft","Malicious Outsider","United States","Minimal"
2132,2.2,"Education","1","2017-06-01","Identity Theft","Malicious Outsider","United States","Minimal"
2133,1.2,"Government","1","2018-02-20","Identity Theft","Malicious Outsider","United States","Minimal"
2134,2.2,"Professional Services","1","2017-08-08","Identity Theft","Malicious Outsider","United States","Minimal"
2135,1.2,"Healthcare","1","2018-01-07","Identity Theft","Malicious Outsider","United States","Minimal"
2136,2.2,"Education","1","2017-10-21","Identity Theft","Malicious Outsider","United States","Minimal"
2137,1.2,"Other","1","2018-02-18","Identity Theft","Malicious Outsider","United States","Minimal"
2138,2.2,"Retail","1","2017-02-01","Identity Theft","Malicious Outsider","United States","Minimal"
2139,1.2,"Industrial","1","2018-02-21","Identity Theft","Malicious Outsider","United States","Minimal"
2140,2.2,"Healthcare","1","2017-09-17","Identity Theft","Malicious Outsider","United States","Minimal"
2141,1.2,"Other","1","2018-02-26","Identity Theft","Malicious Outsider","United States","Minimal"
2142,2.2,"Industrial","1","2017-02-04","Identity Theft","Malicious Outsider","United States","Minimal"
2143,1.2,"Professional Services","1","2018-02-21","Identity Theft","Malicious Outsider","United States","Minimal"
2144,2.2,"Industrial","1","2017-01-26","Identity Theft","Malicious Outsider","United States","Minimal"
2145,1.2,"Financial","1","2018-01-09","Identity Theft","Malicious Outsider","United States","Minimal"
2146,2.2,"Financial","1","2017-03-02","Identity Theft","Malicious Outsider","United States","Minimal"
2147,1.2,"Retail","1","2018-05-18","Identity Theft","Malicious Outsider","United States","Minimal"
2148,2.2,"Technology","1","2017-05-08","Existential Data","Malicious Insider","United States","Minimal"
2149,1.2,"Insurance","1","2018-01-09","Identity Theft","Malicious Outsider","United States","Minimal"
2150,2.2,"Education","1","2017-10-12","Identity Theft","Malicious Outsider","United States","Minimal"
2151,1.2,"Financial","1","2018-03-02","Identity Theft","Malicious Outsider","United States","Minimal"
2152,2.2,"Professional Services","1","2017-09-19","Identity Theft","Malicious Outsider","United States","Minimal"
2153,1.2,"Other","1","2018-08-14","Identity Theft","Malicious Outsider","United States","Minimal"
2154,2.2,"Retail","1","2017-01-21","Identity Theft","Malicious Outsider","United States","Minimal"
2155,1.2,"Industrial","1","2018-08-15","Identity Theft","Malicious Outsider","United States","Minimal"
2156,2.2,"Financial","1","2017-03-07","Identity Theft","Malicious Outsider","United States","Minimal"
2157,1.2,"Healthcare","1","2018-02-22","Identity Theft","Malicious Outsider","Australia","Minimal"
2158,2.2,"Education","1","2017-02-13","Identity Theft","Malicious Outsider","Other","Minimal"
2159,1.2,"Other","1","2018-05-22","Identity Theft","Malicious Outsider","United States","Minimal"
2160,2.2,"Professional Services","1","2017-08-28","Identity Theft","Malicious Outsider","United States","Minimal"
2161,1.2,"Education","1","2018-03-19","Identity Theft","Malicious Outsider","United States","Minimal"
2162,2.2,"Healthcare","1","2017-10-24","Identity Theft","Malicious Outsider","United States","Minimal"
2163,1.2,"Financial","1","2018-01-10","Identity Theft","Malicious Outsider","United States","Minimal"
2164,2.2,"Professional Services","1","2017-11-09","Identity Theft","Malicious Outsider","Hong Kong","Minimal"
2165,1.2,"Education","1","2018-03-27","Identity Theft","Malicious Outsider","United States","Minimal"
2166,2.2,"Education","1","2017-02-01","Identity Theft","Malicious Outsider","United States","Minimal"
